"id";"prefix";"vendor"
101369;"0002A2";Hilscher GmbH
101370;"0002A3";ABB Switzerland Ltd, Power Systems
101371;"0002A4";AddPac Technology Co., Ltd.
101372;"0002A5";Hewlett Packard
101373;"0002A6";Effinet Systems Co., Ltd.
101374;"0002A7";Vivace Networks
101375;"0002A8";Air Link Technology
101376;"0002A9";RACOM, s.r.o.
101377;"0002AA";PLcom Co., Ltd.
101378;"0002AB";CTC Union Technologies Co., Ltd.
101379;"0002AC";"3PAR data"
101380;"0002AD";HOYA Corporation
101381;"0002AE";Scannex Electronics Ltd.
101382;"0002AF";TeleCruz Technology, Inc.
101383;"0002B0";Hokubu Communication & Industrial Co., Ltd.
101384;"0002B1";Anritsu, Ltd.
101385;"0002B2";Cablevision
101386;"0002B3";Intel Corporation
101387;"0002B4";DAPHNE
101388;"0002B5";Avnet, Inc.
101389;"0002B6";Acrosser Technology Co., Ltd.
101390;"0002B7";Watanabe Electric Industry Co., Ltd.
101391;"0002B8";WHI KONSULT AB
101392;"0002B9";Cisco Systems, Inc
101393;"0002BA";Cisco Systems, Inc
101394;"0002BB";Continuous Computing Corp
101395;"0002BC";LVL 7 Systems, Inc.
101396;"0002BD";Bionet Co., Ltd.
101397;"0002BE";Totsu Engineering, Inc.
101398;"0002BF";dotRocket, Inc.
101399;"0002C0";Bencent Tzeng Industry Co., Ltd.
101400;"0002C1";Innovative Electronic Designs, Inc.
101401;"0002C2";Net Vision Telecom
101402;"0002C3";Arelnet Ltd.
101403;"0002C4";OPT Machine Vision Tech Co., Ltd
101404;"0002C5";Evertz Microsystems Ltd.
101405;"0002C6";Data Track Technology PLC
101406;"0002C7";ALPS ELECTRIC CO., LTD.
101407;"0002C8";Technocom Communications Technology (pte) Ltd
101408;"0002C9";Mellanox Technologies, Inc.
101409;"0002CA";EndPoints, Inc.
101410;"0002CB";TriState Ltd.
101411;"0002CC";M.C.C.I
101412;"0002CD";TeleDream, Inc.
101413;"0002CE";FoxJet, Inc.
101414;"0002CF";ZyGate Communications, Inc.
101415;"0002D0";Comdial Corporation
101416;"0002D1";Vivotek, Inc.
101417;"0002D2";Workstation AG
101418;"0002D3";NetBotz, Inc.
101419;"0002D4";PDA Peripherals, Inc.
101420;"0002D5";ACR
101421;"0002D6";NICE Systems
101422;"0002D7";EMPEG Ltd
101423;"0002D8";BRECIS Communications Corporation
101424;"0002D9";Reliable Controls
101425;"0002DA";ExiO Communications, Inc.
101426;"0002DB";NETSEC
101427;"0002DC";Fujitsu General Limited
101428;"0002DD";Bromax Communications, Ltd.
101429;"0002DE";Astrodesign, Inc.
101430;"0002DF";Net Com Systems, Inc.
101431;"0002E0";ETAS GmbH
101432;"0002E1";Integrated Network Corporation
101433;"0002E2";NDC Infared Engineering
101434;"0002E3";LITE-ON Communications, Inc.
101435;"0002E4";JC HYUN Systems, Inc.
101436;"0002E5";Timeware Ltd.
101437;"0002E6";Gould Instrument Systems, Inc.
101438;"0002E7";CAB GmbH & Co KG
101439;"0002E8";E.D.&A.
101440;"0002E9";CS Systemes De Securite - C3S
101441;"0002EA";Focus Enhancements
101442;"0002EB";Pico Communications
101443;"0002EC";Maschoff Design Engineering
101444;"0002ED";DXO Telecom Co., Ltd.
101445;"0002EE";Nokia Danmark A/S
101446;"0002EF";CCC Network Systems Group Ltd.
101447;"0002F0";AME Optimedia Technology Co., Ltd.
101448;"0002F1";Pinetron Co., Ltd.
101449;"0002F2";eDevice, Inc.
101450;"0002F3";Media Serve Co., Ltd.
101451;"0002F4";PCTEL, Inc.
101452;"0002F5";VIVE Synergies, Inc.
101453;"0002F6";Equipe Communications
101454;"0002F7";ARM
101455;"0002F8";SEAKR Engineering, Inc.
101456;"0002F9";MIMOS Berhad
101457;"0002FA";DX Antenna Co., Ltd.
101458;"0002FB";Baumuller Aulugen-Systemtechnik GmbH
101459;"0002FC";Cisco Systems, Inc
101460;"0002FD";Cisco Systems, Inc
101461;"0002FE";Viditec, Inc.
101462;"0002FF";Handan BroadInfoCom
101463;"000300";Barracuda Networks, Inc.
101464;"000301";EXFO
101465;"000302";Charles Industries, Ltd.
101466;"000303";JAMA Electronics Co., Ltd.
101467;"000304";Pacific Broadband Communications
101468;"000305";MSC Vertriebs GmbH
101469;"000306";Fusion In Tech Co., Ltd.
101470;"000307";Secure Works, Inc.
101471;"000308";AM Communications, Inc.
101472;"000309";Texcel Technology PLC
101473;"00030A";Argus Technologies
101474;"00030B";Hunter Technology, Inc.
101475;"00030C";Telesoft Technologies Ltd.
101476;"00030D";Uniwill Computer Corp.
101477;"00030E";Core Communications Co., Ltd.
101478;"00030F";Digital China (Shanghai) Networks Ltd.
101479;"000310";E-Globaledge Corporation
101480;"000311";Micro Technology Co., Ltd.
101481;"000312";TRsystems GmbH
101482;"000313";Access Media SPA
101483;"000314";Teleware Network Systems
101484;"000315";Cidco Incorporated
101485;"000316";Nobell Communications, Inc.
101486;"000317";Merlin Systems, Inc.
101487;"000318";Cyras Systems, Inc.
101488;"000319";Infineon AG
101489;"00031A";Beijing Broad Telecom Ltd., China
101490;"00031B";Cellvision Systems, Inc.
101491;"00031C";Svenska Hardvarufabriken AB
101492;"00031D";Taiwan Commate Computer, Inc.
101493;"00031E";Optranet, Inc.
101494;"00031F";Condev Ltd.
101495;"000320";Xpeed, Inc.
101496;"000321";Reco Research Co., Ltd.
101497;"000322";IDIS Co., Ltd.
101498;"000323";Cornet Technology, Inc.
101499;"000324";SANYO Consumer Electronics Co., Ltd.
101500;"000325";Arima Computer Corp.
101501;"000326";Iwasaki Information Systems Co., Ltd.
101502;"000327";ACT'L
101503;"000328";Mace Group, Inc.
101504;"000329";F3, Inc.
101505;"00032A";UniData Communication Systems, Inc.
101506;"00032B";GAI Datenfunksysteme GmbH
101507;"00032C";ABB Switzerland Ltd
101508;"00032D";IBASE Technology, Inc.
101509;"00032E";Scope Information Management, Ltd.
101510;"00032F";Global Sun Technology, Inc.
101511;"000330";Imagenics, Co., Ltd.
101512;"000331";Cisco Systems, Inc
101513;"000332";Cisco Systems, Inc
101514;"000333";Digitel Co., Ltd.
101515;"000334";Newport Electronics
101516;"000335";Mirae Technology
101517;"000336";Zetes Technologies
101518;"000337";Vaone, Inc.
101519;"000338";Oak Technology
101520;"000339";Eurologic Systems, Ltd.
101521;"00033A";Silicon Wave, Inc.
101522;"00033B";TAMI Tech Co., Ltd.
101523;"00033C";Daiden Co., Ltd.
101524;"00033D";ILSHin Lab
101525;"00033E";Tateyama System Laboratory Co., Ltd.
101526;"00033F";BigBand Networks, Ltd.
101527;"000340";Floware Wireless Systems, Ltd.
101528;"000341";Axon Digital Design
101529;"000342";Nortel Networks
101530;"000343";Martin Professional A/S
101531;"000344";Tietech.Co., Ltd.
101532;"000345";Routrek Networks Corporation
101533;"000346";Hitachi Kokusai Electric, Inc.
101534;"000347";Intel Corporation
101535;"000348";Norscan Instruments, Ltd.
101536;"000349";Vidicode Datacommunicatie B.V.
101537;"00034A";RIAS Corporation
101538;"00034B";Nortel Networks
101539;"00034C";Shanghai DigiVision Technology Co., Ltd.
101540;"00034D";Chiaro Networks, Ltd.
101541;"00034E";Pos Data Company, Ltd.
101542;"00034F";Sur-Gard Security
101543;"000350";BTICINO SPA
101544;"000351";Diebold, Inc.
101545;"000352";Colubris Networks
101546;"000353";Mitac, Inc.
101547;"000354";Fiber Logic Communications
101548;"000355";TeraBeam Internet Systems
101549;"000356";Wincor Nixdorf International GmbH
101550;"000357";Intervoice-Brite, Inc.
101551;"000358";Hanyang Digitech Co.Ltd
101552;"000359";DigitalSis
101553;"00035A";Photron Limited
101554;"00035B";BridgeWave Communications
101555;"00035C";Saint Song Corp.
101556;"00035D";Bosung Hi-Net Co., Ltd.
101557;"00035E";Metropolitan Area Networks, Inc.
101558;"00035F";Prüftechnik Condition Monitoring GmbH & Co. KG
101559;"000360";PAC Interactive Technology, Inc.
101560;"000361";Widcomm, Inc.
101561;"000362";Vodtel Communications, Inc.
101562;"000363";Miraesys Co., Ltd.
101563;"000364";Scenix Semiconductor, Inc.
101564;"000365";Kira Information & Communications, Ltd.
101565;"000366";ASM Pacific Technology
101566;"000367";Jasmine Networks, Inc.
101567;"000368";Embedone Co., Ltd.
101568;"000369";Nippon Antenna Co., Ltd.
101569;"00036A";Mainnet, Ltd.
101570;"00036B";Cisco Systems, Inc
101571;"00036C";Cisco Systems, Inc
101572;"00036D";Runtop, Inc.
101573;"00036E";Nicon Systems (Pty) Limited
101574;"00036F";Telsey SPA
101575;"000370";NXTV, Inc.
101576;"000371";Acomz Networks Corp.
101577;"000372";ULAN
101578;"000373";Aselsan A.S
101579;"000374";Control Microsystems
101580;"000375";NetMedia, Inc.
101581;"000376";Graphtec Technology, Inc.
101582;"000377";Gigabit Wireless
101583;"000378";HUMAX Co., Ltd.
101584;"000379";Proscend Communications, Inc.
101585;"00037A";Taiyo Yuden Co., Ltd.
101586;"00037B";IDEC IZUMI Corporation
101587;"00037C";Coax Media
101588;"00037D";Stellcom
101589;"00037E";PORTech Communications, Inc.
101590;"00037F";Atheros Communications, Inc.
101591;"000380";SSH Communications Security Corp.
101592;"000381";Ingenico International
101593;"000382";A-One Co., Ltd.
101594;"000383";Metera Networks, Inc.
101595;"000384";AETA
101596;"000385";Actelis Networks, Inc.
101597;"000386";Ho Net, Inc.
101598;"000387";Blaze Network Products
101599;"000388";Fastfame Technology Co., Ltd.
101600;"000389";PLANTRONICS, INC.
101601;"00038A";America Online, Inc.
101602;"00038B";PLUS-ONE I&T, Inc.
101603;"00038C";Total Impact
101604;"00038D";PCS Revenue Control Systems, Inc.
101605;"00038E";Atoga Systems, Inc.
101606;"00038F";Weinschel Corporation
101607;"000390";Digital Video Communications, Inc.
101608;"000391";Advanced Digital Broadcast, Ltd.
101609;"000392";Hyundai Teletek Co., Ltd.
101610;"000393";Apple, Inc.
101611;"000394";Connect One
101612;"000395";California Amplifier
101613;"000396";EZ Cast Co., Ltd.
101614;"000397";FireBrick Limited
101615;"000398";WISI
101616;"000399";Dongju Informations & Communications Co., Ltd.
101617;"00039A";SiConnect
101618;"00039B";NetChip Technology, Inc.
101619;"00039C";OptiMight Communications, Inc.
101620;"00039D";Qisda Corporation
101621;"00039E";Tera System Co., Ltd.
101622;"00039F";Cisco Systems, Inc
101623;"0003A0";Cisco Systems, Inc
101624;"0003A1";HIPER Information & Communication, Inc.
101625;"0003A2";Catapult Communications
101626;"0003A3";MAVIX, Ltd.
101627;"0003A4";Imation Corp.
101628;"0003A5";Medea Corporation
101629;"0003A6";Traxit Technology, Inc.
101630;"0003A7";Unixtar Technology, Inc.
101631;"0003A8";IDOT Computers, Inc.
101632;"0003A9";AXCENT Media AG
101633;"0003AA";Watlow
101634;"0003AB";Bridge Information Systems
101635;"0003AC";Fronius Schweissmaschinen
101636;"0003AD";Emerson Energy Systems AB
101637;"0003AE";Allied Advanced Manufacturing Pte, Ltd.
101638;"0003AF";Paragea Communications
101639;"0003B0";Xsense Technology Corp.
101640;"0003B1";Hospira Inc.
101641;"0003B2";Radware
101642;"0003B3";IA Link Systems Co., Ltd.
101643;"0003B4";Macrotek International Corp.
101644;"0003B5";Entra Technology Co.
101645;"0003B6";QSI Corporation
101646;"0003B7";ZACCESS Systems
101647;"0003B8";NetKit Solutions, LLC
101648;"0003B9";Hualong Telecom Co., Ltd.
101649;"0003BA";Oracle Corporation
101650;"0003BB";Signal Communications Limited
101651;"0003BC";COT GmbH
101652;"0003BD";OmniCluster Technologies, Inc.
101653;"0003BE";Netility
101654;"0003BF";Centerpoint Broadband Technologies, Inc.
101655;"0003C0";RFTNC Co., Ltd.
101656;"0003C1";Packet Dynamics Ltd
101657;"0003C2";Solphone K.K.
101658;"0003C3";Micronik Multimedia
101659;"0003C4";Tomra Systems ASA
101660;"0003C5";Mobotix AG
101661;"0003C6";ICUE Systems, Inc.
101662;"0003C7";hopf Elektronik GmbH
101663;"0003C8";CML Emergency Services
101664;"0003C9";TECOM Co., Ltd.
101665;"0003CA";MTS Systems Corp.
101666;"0003CB";SystemGear Co., Ltd.
101667;"0003CC";Momentum Computer, Inc.
101668;"0003CD";Clovertech, Inc.
101669;"0003CE";ETEN Technologies, Inc.
101670;"0003CF";Muxcom, Inc.
101671;"0003D0";KOANKEISO Co., Ltd.
101672;"0003D1";Takaya Corporation
101673;"0003D2";Crossbeam Systems, Inc.
101674;"0003D3";Internet Energy Systems, Inc.
101675;"0003D4";Alloptic, Inc.
101676;"0003D5";Advanced Communications Co., Ltd.
101677;"0003D6";RADVision, Ltd.
101678;"0003D7";NextNet Wireless, Inc.
101679;"0003D8";iMPath Networks, Inc.
101680;"0003D9";Secheron SA
101681;"0003DA";Takamisawa Cybernetics Co., Ltd.
101682;"0003DB";Apogee Electronics Corp.
101683;"0003DC";Lexar Media, Inc.
101684;"0003DD";Comark Interactive Solutions
101685;"0003DE";OTC Wireless
101686;"0003DF";Desana Systems
101687;"0003E0";ARRIS Group, Inc.
101688;"0003E1";Winmate Communication, Inc.
101689;"0003E2";Comspace Corporation
101690;"0003E3";Cisco Systems, Inc
101691;"0003E4";Cisco Systems, Inc
101692;"0003E5";Hermstedt SG
101693;"0003E6";Entone, Inc.
101694;"0003E7";Logostek Co. Ltd.
101695;"0003E8";Wavesight Limited
101696;"0003E9";Akara Canada, Inc.
101697;"0003EA";Mega System Technologies, Inc.
101698;"0003EB";Atrica
101699;"0003EC";ICG Research, Inc.
101700;"0003ED";Shinkawa Electric Co., Ltd.
101701;"0003EE";MKNet Corporation
101702;"0003EF";Oneline AG
101703;"0003F0";Redfern Broadband Networks
101704;"0003F1";Cicada Semiconductor, Inc.
101705;"0003F2";Seneca Networks
101706;"0003F3";Dazzle Multimedia, Inc.
101707;"0003F4";NetBurner
101708;"0003F5";Chip2Chip
101709;"0003F6";Allegro Networks, Inc.
101710;"0003F7";Plast-Control GmbH
101711;"0003F8";SanCastle Technologies, Inc.
101712;"0003F9";Pleiades Communications, Inc.
101713;"0003FA";TiMetra Networks
101714;"0003FB";ENEGATE Co.,Ltd.
101715;"0003FC";Intertex Data AB
101716;"0003FD";Cisco Systems, Inc
101717;"0003FE";Cisco Systems, Inc
101718;"0003FF";Microsoft Corporation
101719;"000400";LEXMARK INTERNATIONAL, INC.
101720;"000401";Osaki Electric Co., Ltd.
101721;"000402";Nexsan Technologies, Ltd.
101722;"000403";Nexsi Corporation
101723;"000404";Makino Milling Machine Co., Ltd.
101724;"000405";ACN Technologies
101725;"000406";Fa. Metabox AG
101726;"000407";Topcon Positioning Systems, Inc.
101727;"000408";Sanko Electronics Co., Ltd.
101728;"000409";Cratos Networks
101729;"00040A";Sage Systems
101730;"00040B";"3COM EUROPE LTD"
101731;"00040C";Kanno Works, Ltd.
101732;"00040D";Avaya Inc
101733;"00040E";AVM GmbH
101734;"00040F";Asus Network Technologies, Inc.
101735;"000410";Spinnaker Networks, Inc.
101736;"000411";Inkra Networks, Inc.
101737;"000412";WaveSmith Networks, Inc.
101738;"000413";snom technology GmbH
101739;"000414";Umezawa Musen Denki Co., Ltd.
101740;"000415";Rasteme Systems Co., Ltd.
101741;"000416";Parks S/A Comunicacoes Digitais
101742;"000417";ELAU AG
101743;"000418";Teltronic S.A.U.
101744;"000419";Fibercycle Networks, Inc.
101745;"00041A";Ines Test and Measurement GmbH & CoKG
101746;"00041B";Bridgeworks Ltd.
101747;"00041C";ipDialog, Inc.
101748;"00041D";Corega of America
101749;"00041E";Shikoku Instrumentation Co., Ltd.
101750;"00041F";Sony Interactive Entertainment Inc.
101751;"000420";Slim Devices, Inc.
101752;"000421";Ocular Networks
101753;"000422";Studio Technologies, Inc
101754;"000423";Intel Corporation
101755;"000424";TMC s.r.l.
101756;"000425";Atmel Corporation
101757;"000426";Autosys
101758;"000427";Cisco Systems, Inc
101759;"000428";Cisco Systems, Inc
101760;"000429";Pixord Corporation
101761;"00042A";Wireless Networks, Inc.
101762;"00042B";IT Access Co., Ltd.
101763;"00042C";Minet, Inc.
101764;"00042D";Sarian Systems, Ltd.
101765;"00042E";Netous Technologies, Ltd.
101766;"00042F";International Communications Products, Inc.
101767;"000430";Netgem
101768;"000431";GlobalStreams, Inc.
101769;"000432";Voyetra Turtle Beach, Inc.
101770;"000433";Cyberboard A/S
101771;"000434";Accelent Systems, Inc.
101772;"000435";InfiNet LLC
101773;"000436";ELANsat Technologies, Inc.
101774;"000437";Powin Information Technology, Inc.
101775;"000438";Nortel Networks
101776;"000439";Rosco Entertainment Technology, Inc.
101777;"00043A";Intelligent Telecommunications, Inc.
101778;"00043B";Lava Computer Mfg., Inc.
101779;"00043C";SONOS Co., Ltd.
101780;"00043D";INDEL AG
101781;"00043E";Telencomm
101782;"00043F";ESTeem Wireless Modems, Inc
101783;"000440";cyberPIXIE, Inc.
101784;"000441";Half Dome Systems, Inc.
101785;"000442";NACT
101786;"000443";Agilent Technologies, Inc.
101787;"000444";Western Multiplex Corporation
101788;"000445";LMS Skalar Instruments GmbH
101789;"000446";CYZENTECH Co., Ltd.
101790;"000447";Acrowave Systems Co., Ltd.
101791;"000448";Polaroid Corporation
101792;"000449";Mapletree Networks
101793;"00044A";iPolicy Networks, Inc.
101794;"00044B";NVIDIA
101795;"00044C";JENOPTIK
101796;"00044D";Cisco Systems, Inc
101797;"00044E";Cisco Systems, Inc
101798;"00044F";Schubert System Elektronik Gmbh
101799;"000450";DMD Computers SRL
101800;"000451";Medrad, Inc.
101801;"000452";RocketLogix, Inc.
101802;"000453";YottaYotta, Inc.
101803;"000454";Quadriga UK
101804;"000455";ANTARA.net
101805;"000456";Cambium Networks Limited
101806;"000457";Universal Access Technology, Inc.
101807;"000458";Fusion X Co., Ltd.
101808;"000459";Veristar Corporation
101809;"00045A";The Linksys Group, Inc.
101810;"00045B";Techsan Electronics Co., Ltd.
101811;"00045C";Mobiwave Pte Ltd
101812;"00045D";BEKA Elektronik
101813;"00045E";PolyTrax Information Technology AG
101814;"00045F";Avalue Technology, Inc.
101815;"000460";Knilink Technology, Inc.
101816;"000461";EPOX Computer Co., Ltd.
101817;"000462";DAKOS Data & Communication Co., Ltd.
101818;"000463";Bosch Security Systems
101819;"000464";Pulse-Link Inc
101820;"000465";i.s.t isdn-support technik GmbH
101821;"000466";ARMITEL Co.
101822;"000467";Wuhan Research Institute of MII
101823;"000468";Vivity, Inc.
101824;"000469";Innocom, Inc.
101825;"00046A";Navini Networks
101826;"00046B";Palm Wireless, Inc.
101827;"00046C";Cyber Technology Co., Ltd.
101828;"00046D";Cisco Systems, Inc
101829;"00046E";Cisco Systems, Inc
101830;"00046F";Digitel S/A Industria Eletronica
101831;"000470";ipUnplugged AB
101832;"000471";IPrad
101833;"000472";Telelynx, Inc.
101834;"000473";Photonex Corporation
101835;"000474";LEGRAND
101836;"000475";"3COM"
101837;"000476";"3COM"
101838;"000477";Scalant Systems, Inc.
101839;"000478";G. Star Technology Corporation
101840;"000479";Radius Co., Ltd.
101841;"00047A";AXXESSIT ASA
101842;"00047B";Schlumberger
101843;"00047C";Skidata AG
101844;"00047D";Pelco
101845;"00047E";Siqura B.V.
101846;"00047F";Chr. Mayr GmbH & Co. KG
101847;"000480";Brocade Communications Systems LLC
101848;"000481";Econolite Control Products, Inc.
101849;"000482";Medialogic Corp.
101850;"000483";Deltron Technology, Inc.
101851;"000484";Amann GmbH
101852;"000485";PicoLight
101853;"000486";ITTC, University of Kansas
101854;"000487";Cogency Semiconductor, Inc.
101855;"000488";Eurotherm Controls
101856;"000489";YAFO Networks, Inc.
101857;"00048A";Temia Vertriebs GmbH
101858;"00048B";Poscon Corporation
101859;"00048C";Nayna Networks, Inc.
101860;"00048D";Teo Technologies, Inc
101861;"00048E";Ohm Tech Labs, Inc.
101862;"00048F";TD Systems Corporation
101863;"000490";Optical Access
101864;"000491";Technovision, Inc.
101865;"000492";Hive Internet, Ltd.
101866;"000493";Tsinghua Unisplendour Co., Ltd.
101867;"000494";Breezecom, Ltd.
101868;"000495";Tejas Networks India Limited
101869;"000496";Extreme Networks, Inc.
101870;"000497";MacroSystem Digital Video AG
101871;"000498";Mahi Networks
101872;"000499";Chino Corporation
101873;"00049A";Cisco Systems, Inc
101874;"00049B";Cisco Systems, Inc
101875;"00049C";Surgient Networks, Inc.
101876;"00049D";Ipanema Technologies
101877;"00049E";Wirelink Co., Ltd.
101878;"00049F";Freescale Semiconductor
101879;"0004A0";Verity Instruments, Inc.
101880;"0004A1";Pathway Connectivity
101881;"0004A2";L.S.I. Japan Co., Ltd.
101882;"0004A3";Microchip Technology Inc.
101883;"0004A4";NetEnabled, Inc.
101884;"0004A5";Barco Projection Systems NV
101885;"0004A6";SAF Tehnika Ltd.
101886;"0004A7";FabiaTech Corporation
101887;"0004A8";Broadmax Technologies, Inc.
